latency,packet_loss,congestion,active_users,traffic_type,decision
24,3.21,3,52,EMERGENCY,HIGH
24,3.98,7,137,EMERGENCY,HIGH
24,0.67,5,344,EMERGENCY,HIGH
93,0.43,10,151,EMERGENCY,HIGH
131,3.03,2,209,RURAL,MEDIUM
90,0.78,6,36,RURAL,MEDIUM
142,4.16,4,323,RURAL,MEDIUM
144,0.44,1,312,EMERGENCY,HIGH
96,0.14,8,113,NORMAL,HIGH
30,0.02,8,109,RURAL,HIGH
75,1.68,4,430,NORMAL,LOW
92,3.61,3,317,NORMAL,LOW
102,3.19,10,13,EMERGENCY,HIGH
90,1.23,4,486,EMERGENCY,HIGH
21,2.4,6,429,NORMAL,LOW
48,2.53,10,86,EMERGENCY,HIGH
70,3.99,1,157,EMERGENCY,HIGH
68,4.8,10,124,NORMAL,HIGH
92,1.57,6,139,EMERGENCY,HIGH
69,1.82,3,280,NORMAL,LOW
21,1.28,3,330,NORMAL,LOW
88,1.35,8,304,RURAL,HIGH
114,4.2,8,350,RURAL,HIGH
115,2.38,10,418,EMERGENCY,HIGH
36,4.01,5,285,NORMAL,LOW
107,4.35,8,174,RURAL,HIGH
55,4.06,5,160,RURAL,MEDIUM
42,3.75,7,498,NORMAL,LOW
65,1.03,7,463,EMERGENCY,HIGH
31,1.22,8,406,EMERGENCY,HIGH
94,1.34,7,407,RURAL,MEDIUM
51,4.16,5,96,RURAL,MEDIUM
73,3.96,8,111,EMERGENCY,HIGH
61,3.54,2,462,EMERGENCY,HIGH
21,0.76,3,208,NORMAL,LOW
68,3.97,2,232,EMERGENCY,HIGH
134,3.07,10,105,EMERGENCY,HIGH
104,0.14,3,460,RURAL,MEDIUM
22,0.16,3,214,RURAL,MEDIUM
57,1.09,7,373,EMERGENCY,HIGH
63,0.76,5,68,RURAL,MEDIUM
75,2.47,5,190,EMERGENCY,HIGH
27,3.99,4,449,EMERGENCY,HIGH
107,2.66,10,490,EMERGENCY,HIGH
85,0.71,2,467,EMERGENCY,HIGH
116,3.41,6,326,EMERGENCY,HIGH
129,2.02,3,176,NORMAL,LOW
90,2.35,8,340,RURAL,HIGH
112,0.84,9,215,EMERGENCY,HIGH
73,4.89,9,428,NORMAL,HIGH
22,3.47,7,163,RURAL,MEDIUM
87,3.05,4,145,NORMAL,LOW
57,3.5,9,351,NORMAL,HIGH
100,0.21,1,331,NORMAL,LOW
127,0.18,3,56,EMERGENCY,HIGH
43,1.69,8,313,NORMAL,HIGH
137,1.01,7,298,RURAL,MEDIUM
103,1.72,5,221,NORMAL,LOW
110,4.85,9,288,RURAL,HIGH
112,0.09,3,385,EMERGENCY,HIGH
45,3.05,5,454,NORMAL,LOW
126,4.96,10,203,EMERGENCY,HIGH
25,0.91,1,398,RURAL,MEDIUM
59,0.87,6,370,RURAL,MEDIUM
38,2.5,10,244,EMERGENCY,HIGH
61,2.67,6,230,EMERGENCY,HIGH
62,3.81,5,343,RURAL,MEDIUM
119,1.79,3,273,RURAL,MEDIUM
51,4.59,3,22,RURAL,MEDIUM
132,1.43,1,428,RURAL,MEDIUM
144,0.28,1,185,RURAL,MEDIUM
133,0.75,2,127,RURAL,MEDIUM
41,0.29,3,183,RURAL,MEDIUM
132,0.68,6,95,RURAL,MEDIUM
99,0.71,2,229,NORMAL,LOW
122,4.44,10,269,NORMAL,HIGH
71,1.41,10,369,RURAL,HIGH
138,1.98,1,244,EMERGENCY,HIGH
50,0.13,8,58,EMERGENCY,HIGH
49,1.75,5,166,NORMAL,LOW
25,1.33,9,330,EMERGENCY,HIGH
113,0.67,7,17,NORMAL,LOW
68,2.02,6,361,EMERGENCY,HIGH
145,3.49,3,322,NORMAL,LOW
82,0.43,5,40,NORMAL,LOW
118,1.66,9,478,NORMAL,HIGH
46,1.09,4,435,NORMAL,LOW
125,0.33,3,195,RURAL,MEDIUM
29,2.9,1,417,RURAL,MEDIUM
131,2.5,6,105,RURAL,MEDIUM
132,1.29,6,41,NORMAL,LOW
129,1.07,8,131,NORMAL,HIGH
150,2.17,5,79,NORMAL,LOW
112,1.5,10,467,NORMAL,HIGH
25,3.14,2,371,EMERGENCY,HIGH
35,4.89,1,96,RURAL,MEDIUM
47,1.88,6,153,RURAL,MEDIUM
25,3.56,8,490,RURAL,HIGH
87,1.61,6,85,RURAL,MEDIUM
142,3.22,6,54,NORMAL,LOW
42,2.73,5,144,EMERGENCY,HIGH
80,3.19,6,222,NORMAL,LOW
68,0.72,5,269,RURAL,MEDIUM
54,3.41,5,495,EMERGENCY,HIGH
42,0.82,10,239,EMERGENCY,HIGH
106,2.61,4,243,EMERGENCY,HIGH
76,2.11,4,204,NORMAL,LOW
131,0.05,3,140,RURAL,MEDIUM
93,3.59,4,390,NORMAL,LOW
123,4.69,3,52,EMERGENCY,HIGH
106,1.66,6,328,NORMAL,LOW
70,0.73,4,137,EMERGENCY,HIGH
65,2.76,6,277,RURAL,MEDIUM
90,1.97,9,327,RURAL,HIGH
42,0.56,2,230,RURAL,MEDIUM
126,4.7,6,437,NORMAL,LOW
40,0.5,3,372,RURAL,MEDIUM
132,4.82,10,475,RURAL,HIGH
62,3.36,4,179,EMERGENCY,HIGH
69,1.56,6,309,NORMAL,LOW
98,0.38,10,449,NORMAL,HIGH
20,0.64,7,256,NORMAL,LOW
39,1.21,1,499,RURAL,MEDIUM
89,4.83,9,366,NORMAL,HIGH
98,2.36,6,234,EMERGENCY,HIGH
43,2.57,5,140,RURAL,MEDIUM
103,1.38,1,28,NORMAL,LOW
112,4.66,2,138,EMERGENCY,HIGH
20,2.71,6,58,EMERGENCY,HIGH
141,4.25,8,107,NORMAL,HIGH
107,3.41,8,94,NORMAL,HIGH
100,3.75,6,471,EMERGENCY,HIGH
106,2.29,8,142,RURAL,HIGH
105,1.71,6,402,RURAL,MEDIUM
59,3.34,5,337,RURAL,MEDIUM
112,1.57,1,471,NORMAL,LOW
111,1.85,8,493,EMERGENCY,HIGH
104,2.96,3,138,RURAL,MEDIUM
65,4.95,9,395,EMERGENCY,HIGH
38,2.63,8,393,RURAL,HIGH
33,2.11,9,407,NORMAL,HIGH
80,1.83,5,335,EMERGENCY,HIGH
69,1.69,4,341,RURAL,MEDIUM
20,2.06,10,473,RURAL,HIGH
91,2.46,3,269,RURAL,MEDIUM
110,0.59,8,148,EMERGENCY,HIGH
113,3.88,5,309,RURAL,MEDIUM
77,1.3,1,483,RURAL,MEDIUM
22,3.97,9,143,RURAL,HIGH
71,1.38,8,466,NORMAL,HIGH
46,1.61,8,329,EMERGENCY,HIGH
39,0.41,2,142,NORMAL,LOW
118,1.82,7,133,RURAL,MEDIUM
37,2.07,10,168,EMERGENCY,HIGH
100,4.14,8,309,RURAL,HIGH
122,0.67,3,147,EMERGENCY,HIGH
73,4.99,2,436,RURAL,MEDIUM
100,2.57,6,39,EMERGENCY,HIGH
99,2.61,4,298,NORMAL,LOW
45,1.68,5,79,EMERGENCY,HIGH
100,3.05,3,498,EMERGENCY,HIGH
103,3.44,3,359,RURAL,MEDIUM
133,3.03,3,485,NORMAL,LOW
71,0.5,7,91,RURAL,MEDIUM
36,2.2,6,40,EMERGENCY,HIGH
80,3.17,6,62,EMERGENCY,HIGH
100,2.98,4,185,NORMAL,LOW
141,1.51,9,315,RURAL,HIGH
43,3.55,2,336,RURAL,MEDIUM
87,3.92,3,77,NORMAL,LOW
110,4.87,2,317,RURAL,MEDIUM
52,2.75,3,306,RURAL,MEDIUM
21,2.71,3,137,EMERGENCY,HIGH
59,4.52,9,306,RURAL,HIGH
29,2.65,7,54,EMERGENCY,HIGH
79,3.52,2,12,NORMAL,LOW
130,1.83,5,285,NORMAL,LOW
86,0.73,8,55,RURAL,HIGH
23,0.07,3,142,NORMAL,LOW
88,2.86,2,498,NORMAL,LOW
137,4.32,9,460,RURAL,HIGH
54,4.73,1,141,EMERGENCY,HIGH
114,0.32,2,28,EMERGENCY,HIGH
49,3.84,4,253,NORMAL,LOW
89,2.02,1,17,RURAL,MEDIUM
45,4.21,1,125,EMERGENCY,HIGH
95,4.73,4,300,EMERGENCY,HIGH
122,0.22,8,308,EMERGENCY,HIGH
30,3.06,3,188,NORMAL,LOW
61,4.83,7,373,RURAL,MEDIUM
22,1.4,8,48,RURAL,HIGH
42,1.25,6,473,EMERGENCY,HIGH
63,0.99,6,61,NORMAL,LOW
51,2.98,10,239,NORMAL,HIGH
149,4.33,10,31,NORMAL,HIGH
61,2.44,2,466,EMERGENCY,HIGH
30,4.62,2,128,NORMAL,LOW
142,4.95,5,448,NORMAL,LOW
44,0.0,7,164,RURAL,MEDIUM
66,3.63,5,152,RURAL,MEDIUM
142,1.83,1,427,EMERGENCY,HIGH
26,3.36,2,454,EMERGENCY,HIGH
142,0.57,8,284,EMERGENCY,HIGH
79,4.16,9,266,RURAL,HIGH
114,0.36,3,344,NORMAL,LOW
125,4.1,8,138,RURAL,HIGH
102,4.32,4,320,RURAL,MEDIUM
110,3.97,4,485,EMERGENCY,HIGH
125,2.71,8,369,RURAL,HIGH
51,2.29,5,357,RURAL,MEDIUM
111,4.25,4,461,NORMAL,LOW
69,0.76,1,41,EMERGENCY,HIGH
114,0.39,10,422,NORMAL,HIGH
72,0.33,7,25,EMERGENCY,HIGH
80,4.99,2,399,RURAL,MEDIUM
47,1.21,6,433,EMERGENCY,HIGH
81,1.53,1,336,NORMAL,LOW
138,3.57,9,41,EMERGENCY,HIGH
101,1.79,6,25,EMERGENCY,HIGH
118,1.23,8,57,NORMAL,HIGH
66,3.79,2,167,RURAL,MEDIUM
145,1.02,8,197,NORMAL,HIGH
66,3.85,7,286,EMERGENCY,HIGH
135,1.57,4,198,RURAL,MEDIUM
32,3.81,1,451,RURAL,MEDIUM
112,4.55,10,195,RURAL,HIGH
145,1.53,5,240,EMERGENCY,HIGH
121,2.79,1,397,NORMAL,LOW
76,4.92,5,73,NORMAL,LOW
137,3.42,4,379,RURAL,MEDIUM
103,1.26,2,299,RURAL,MEDIUM
91,4.21,6,481,NORMAL,LOW
97,1.23,8,322,EMERGENCY,HIGH
58,4.25,1,452,NORMAL,LOW
107,3.31,10,321,EMERGENCY,HIGH
31,3.55,7,496,NORMAL,LOW
132,4.22,5,225,EMERGENCY,HIGH
47,3.98,10,363,RURAL,HIGH
109,2.18,10,500,RURAL,HIGH
98,0.89,1,480,RURAL,MEDIUM
135,4.1,9,434,RURAL,HIGH
150,3.9,9,246,RURAL,HIGH
117,2.32,10,419,NORMAL,HIGH
139,1.9,8,309,NORMAL,HIGH
65,1.86,5,114,EMERGENCY,HIGH
20,4.93,9,254,NORMAL,HIGH
61,1.8,3,43,NORMAL,LOW
138,1.22,3,319,EMERGENCY,HIGH
64,1.13,3,55,NORMAL,LOW
68,1.38,9,13,NORMAL,HIGH
113,1.79,9,238,EMERGENCY,HIGH
130,0.82,1,266,EMERGENCY,HIGH
46,0.51,4,124,EMERGENCY,HIGH
83,2.26,2,499,EMERGENCY,HIGH
28,1.35,10,273,EMERGENCY,HIGH
85,2.78,6,306,RURAL,MEDIUM
64,2.55,10,247,EMERGENCY,HIGH
33,3.57,8,429,NORMAL,HIGH
144,3.22,7,478,NORMAL,LOW
110,1.08,1,191,RURAL,MEDIUM
110,1.02,9,74,RURAL,HIGH
67,4.99,3,211,RURAL,MEDIUM
27,4.74,8,426,RURAL,HIGH
45,2.98,5,245,RURAL,MEDIUM
24,0.08,7,105,NORMAL,LOW
42,3.0,5,357,NORMAL,LOW
39,0.12,2,463,RURAL,MEDIUM
54,2.31,3,308,RURAL,MEDIUM
124,3.85,7,380,EMERGENCY,HIGH
90,4.18,8,10,NORMAL,HIGH
38,4.28,4,247,EMERGENCY,HIGH
123,1.17,2,141,RURAL,MEDIUM
70,1.81,5,326,EMERGENCY,HIGH
34,3.38,3,447,EMERGENCY,HIGH
112,3.55,5,214,RURAL,MEDIUM
130,1.84,6,250,NORMAL,LOW
62,0.57,9,446,NORMAL,HIGH
148,2.32,7,345,EMERGENCY,HIGH
138,3.47,7,373,EMERGENCY,HIGH
150,2.48,7,146,EMERGENCY,HIGH
27,4.38,7,325,RURAL,MEDIUM
66,0.17,5,208,NORMAL,LOW
105,3.08,8,362,EMERGENCY,HIGH
68,2.01,6,339,RURAL,MEDIUM
115,4.42,4,41,EMERGENCY,HIGH
22,3.73,4,394,RURAL,MEDIUM
135,3.61,3,463,NORMAL,LOW
69,2.85,1,205,RURAL,MEDIUM
48,3.06,1,458,EMERGENCY,HIGH
71,2.42,8,384,RURAL,HIGH
131,4.1,10,172,RURAL,HIGH
52,0.19,7,205,NORMAL,LOW
108,0.13,5,88,NORMAL,LOW
143,1.31,9,262,NORMAL,HIGH
141,3.08,1,483,NORMAL,LOW
124,0.61,2,379,NORMAL,LOW
30,3.92,6,295,EMERGENCY,HIGH
114,0.49,5,235,EMERGENCY,HIGH
47,4.07,1,140,EMERGENCY,HIGH
43,4.46,2,271,NORMAL,LOW
43,0.18,2,281,EMERGENCY,HIGH
119,3.93,6,340,RURAL,MEDIUM
57,2.63,9,353,EMERGENCY,HIGH
44,1.97,5,165,RURAL,MEDIUM
126,0.01,8,89,EMERGENCY,HIGH
56,3.56,9,481,RURAL,HIGH
98,3.98,4,415,RURAL,MEDIUM
119,2.46,8,466,RURAL,HIGH
101,2.45,6,179,RURAL,MEDIUM
117,1.12,6,365,NORMAL,LOW
53,3.8,6,239,NORMAL,LOW
136,3.93,2,200,NORMAL,LOW
76,2.41,4,42,EMERGENCY,HIGH
128,3.68,4,29,RURAL,MEDIUM
77,1.32,7,498,EMERGENCY,HIGH
125,0.03,5,435,EMERGENCY,HIGH
43,3.12,3,476,NORMAL,LOW
144,3.4,6,26,NORMAL,LOW
130,4.88,3,223,NORMAL,LOW
30,0.13,9,440,RURAL,HIGH
144,3.7,2,390,EMERGENCY,HIGH
66,3.84,10,33,EMERGENCY,HIGH
45,2.95,6,356,RURAL,MEDIUM
51,0.94,6,251,RURAL,MEDIUM
56,0.03,2,23,RURAL,MEDIUM
111,4.31,7,351,RURAL,MEDIUM
69,3.51,10,220,EMERGENCY,HIGH
41,1.64,7,419,RURAL,MEDIUM
69,4.81,7,297,NORMAL,LOW
145,0.31,4,66,RURAL,MEDIUM
81,4.8,2,368,EMERGENCY,HIGH
41,2.45,2,173,EMERGENCY,HIGH
110,0.25,4,60,RURAL,MEDIUM
100,2.66,7,43,NORMAL,LOW
131,1.72,2,180,NORMAL,LOW
149,4.79,6,152,EMERGENCY,HIGH
143,3.73,2,196,EMERGENCY,HIGH
97,2.24,8,421,NORMAL,HIGH
132,2.05,6,348,EMERGENCY,HIGH
26,4.55,3,297,NORMAL,LOW
42,0.19,5,459,EMERGENCY,HIGH
128,0.44,8,313,RURAL,HIGH
125,2.94,1,294,NORMAL,LOW
119,0.25,1,46,EMERGENCY,HIGH
126,1.74,7,82,RURAL,MEDIUM
61,1.95,3,163,NORMAL,LOW
40,3.18,2,17,EMERGENCY,HIGH
88,3.2,1,425,RURAL,MEDIUM
34,0.25,5,377,RURAL,MEDIUM
101,0.34,4,418,NORMAL,LOW
111,5.0,1,72,EMERGENCY,HIGH
116,0.74,9,235,RURAL,HIGH
136,2.88,6,342,NORMAL,LOW
77,1.86,10,21,EMERGENCY,HIGH
63,1.27,8,495,RURAL,HIGH
36,2.16,2,269,EMERGENCY,HIGH
72,1.67,2,43,RURAL,MEDIUM
36,0.75,8,127,EMERGENCY,HIGH
112,3.13,2,104,RURAL,MEDIUM
27,2.92,7,428,RURAL,MEDIUM
56,3.12,7,55,EMERGENCY,HIGH
150,2.88,3,42,RURAL,MEDIUM
25,3.29,8,298,NORMAL,HIGH
89,2.09,2,297,NORMAL,LOW
27,4.49,8,246,RURAL,HIGH
74,2.17,1,289,EMERGENCY,HIGH
121,1.13,1,210,EMERGENCY,HIGH
132,0.48,5,433,NORMAL,LOW
105,2.54,6,248,NORMAL,LOW
89,0.24,7,442,RURAL,MEDIUM
36,3.25,5,265,NORMAL,LOW
147,0.55,1,497,NORMAL,LOW
142,3.32,5,105,EMERGENCY,HIGH
45,3.77,4,338,EMERGENCY,HIGH
149,2.03,7,196,NORMAL,LOW
45,1.78,8,411,RURAL,HIGH
115,1.6,4,154,NORMAL,LOW
81,3.66,5,114,RURAL,MEDIUM
86,4.14,6,279,EMERGENCY,HIGH
140,3.45,10,461,RURAL,HIGH
52,0.53,6,278,NORMAL,LOW
21,0.3,10,152,NORMAL,HIGH
121,0.41,2,395,RURAL,MEDIUM
136,4.29,7,140,RURAL,MEDIUM
79,2.38,6,458,RURAL,MEDIUM
94,3.9,10,289,EMERGENCY,HIGH
37,1.9,1,448,RURAL,MEDIUM
74,3.73,8,60,EMERGENCY,HIGH
134,0.46,4,456,RURAL,MEDIUM
45,4.36,1,329,EMERGENCY,HIGH
112,4.46,4,266,EMERGENCY,HIGH
46,1.58,3,207,EMERGENCY,HIGH
78,2.98,10,74,RURAL,HIGH
137,3.95,10,217,RURAL,HIGH
99,3.33,6,493,RURAL,MEDIUM
111,4.64,6,488,EMERGENCY,HIGH
112,4.24,5,249,RURAL,MEDIUM
137,4.71,9,141,EMERGENCY,HIGH
124,2.94,4,203,NORMAL,LOW
57,3.64,3,257,NORMAL,LOW
129,4.2,2,447,EMERGENCY,HIGH
75,1.28,3,57,NORMAL,LOW
34,0.73,10,372,NORMAL,HIGH
84,1.95,8,309,NORMAL,HIGH
117,0.73,4,73,NORMAL,LOW
54,3.35,3,430,RURAL,MEDIUM
59,4.56,5,103,EMERGENCY,HIGH
73,0.59,5,124,NORMAL,LOW
84,1.83,2,372,RURAL,MEDIUM
50,2.27,8,477,EMERGENCY,HIGH
80,0.29,4,413,EMERGENCY,HIGH
124,2.37,9,171,RURAL,HIGH
139,4.56,5,88,EMERGENCY,HIGH
88,1.27,8,88,NORMAL,HIGH
129,1.65,2,179,RURAL,MEDIUM
120,3.65,5,246,RURAL,MEDIUM
35,4.23,7,410,NORMAL,LOW
109,4.9,9,308,EMERGENCY,HIGH
85,3.09,6,309,RURAL,MEDIUM
148,4.44,3,95,EMERGENCY,HIGH
99,2.84,2,58,EMERGENCY,HIGH
125,0.3,7,103,EMERGENCY,HIGH
30,1.93,3,41,NORMAL,LOW
39,2.07,8,94,RURAL,HIGH
43,4.27,6,101,RURAL,MEDIUM
49,3.12,2,274,NORMAL,LOW
97,0.22,6,472,EMERGENCY,HIGH
52,3.52,3,225,RURAL,MEDIUM
26,4.82,4,337,EMERGENCY,HIGH
75,2.94,10,368,RURAL,HIGH
127,3.56,6,409,NORMAL,LOW
25,4.84,3,417,NORMAL,LOW
61,2.73,5,343,RURAL,MEDIUM
71,4.12,9,368,EMERGENCY,HIGH
33,0.02,9,305,EMERGENCY,HIGH
94,1.35,6,72,RURAL,MEDIUM
74,2.77,1,419,EMERGENCY,HIGH
137,4.31,7,414,NORMAL,LOW
132,0.13,2,51,NORMAL,LOW
95,0.89,4,259,EMERGENCY,HIGH
130,2.51,8,122,NORMAL,HIGH
102,1.63,8,487,RURAL,HIGH
37,3.21,5,292,NORMAL,LOW
121,3.72,6,435,NORMAL,LOW
86,3.53,2,56,RURAL,MEDIUM
65,2.13,8,328,RURAL,HIGH
51,2.18,5,352,NORMAL,LOW
62,2.52,5,128,RURAL,MEDIUM
47,0.69,7,397,NORMAL,LOW
34,4.67,8,418,RURAL,HIGH
112,2.16,1,185,RURAL,MEDIUM
141,1.31,3,140,RURAL,MEDIUM
43,0.9,3,194,NORMAL,LOW
109,4.32,1,500,NORMAL,LOW
86,3.5,6,245,EMERGENCY,HIGH
120,3.07,7,354,EMERGENCY,HIGH
55,3.44,10,213,EMERGENCY,HIGH
30,2.0,6,381,NORMAL,LOW
75,3.79,8,195,RURAL,HIGH
36,0.99,5,338,NORMAL,LOW
113,2.27,4,182,RURAL,MEDIUM
35,1.82,3,478,RURAL,MEDIUM
130,2.64,8,373,RURAL,HIGH
144,2.37,6,47,NORMAL,LOW
140,1.5,3,499,EMERGENCY,HIGH
51,1.9,7,89,EMERGENCY,HIGH
77,2.23,3,299,EMERGENCY,HIGH
124,3.47,4,159,RURAL,MEDIUM
88,1.17,5,222,EMERGENCY,HIGH
41,4.99,9,415,NORMAL,HIGH
122,2.45,5,439,RURAL,MEDIUM
72,1.16,7,294,RURAL,MEDIUM
68,3.67,5,468,EMERGENCY,HIGH
141,3.35,10,99,NORMAL,HIGH
94,0.4,7,87,EMERGENCY,HIGH
138,1.97,7,321,EMERGENCY,HIGH
63,4.98,6,252,EMERGENCY,HIGH
79,4.2,2,428,EMERGENCY,HIGH
90,0.92,7,354,EMERGENCY,HIGH
135,0.92,6,232,RURAL,MEDIUM
51,3.63,10,99,EMERGENCY,HIGH
149,0.44,7,223,EMERGENCY,HIGH
121,0.11,8,139,RURAL,HIGH
80,1.57,5,123,RURAL,MEDIUM
30,3.68,5,137,NORMAL,LOW
116,1.21,1,313,RURAL,MEDIUM
69,2.29,7,284,EMERGENCY,HIGH
80,4.07,2,111,NORMAL,LOW
110,2.27,4,271,RURAL,MEDIUM
73,2.48,1,462,NORMAL,LOW
102,2.93,3,294,NORMAL,LOW
134,2.71,4,165,NORMAL,LOW
24,0.38,4,402,RURAL,MEDIUM
125,3.03,5,407,EMERGENCY,HIGH
85,2.92,2,434,EMERGENCY,HIGH
123,1.43,4,216,RURAL,MEDIUM
148,3.81,1,310,NORMAL,LOW
67,3.34,8,19,EMERGENCY,HIGH
135,1.91,9,445,NORMAL,HIGH
20,0.61,6,382,EMERGENCY,HIGH
113,3.35,5,115,EMERGENCY,HIGH
22,0.45,9,237,RURAL,HIGH
100,4.85,3,378,RURAL,MEDIUM
123,1.23,10,101,EMERGENCY,HIGH
130,4.68,4,88,EMERGENCY,HIGH
37,1.42,2,102,NORMAL,LOW
30,1.21,1,444,NORMAL,LOW
37,1.15,3,450,EMERGENCY,HIGH
38,1.96,5,374,RURAL,MEDIUM
94,1.86,1,269,RURAL,MEDIUM
84,2.75,10,152,NORMAL,HIGH
89,0.4,9,172,RURAL,HIGH
37,3.76,6,316,RURAL,MEDIUM
77,0.41,7,33,NORMAL,LOW
34,2.12,6,23,NORMAL,LOW
35,1.48,1,182,NORMAL,LOW
102,4.01,2,113,RURAL,MEDIUM
138,1.27,2,181,EMERGENCY,HIGH
61,2.68,4,424,RURAL,MEDIUM
34,4.71,3,354,RURAL,MEDIUM
70,4.42,10,331,RURAL,HIGH
22,2.85,8,408,EMERGENCY,HIGH
140,0.65,9,128,NORMAL,HIGH
109,4.84,1,270,RURAL,MEDIUM
104,1.57,2,493,NORMAL,LOW
50,2.83,7,123,RURAL,MEDIUM
57,3.55,8,234,NORMAL,HIGH
134,2.42,7,164,EMERGENCY,HIGH
106,4.98,8,74,NORMAL,HIGH
113,3.61,7,321,EMERGENCY,HIGH
122,0.33,9,296,RURAL,HIGH
122,3.64,6,254,RURAL,MEDIUM
50,1.5,7,386,EMERGENCY,HIGH
137,1.24,3,218,RURAL,MEDIUM
24,1.52,8,347,NORMAL,HIGH
108,4.54,5,252,NORMAL,LOW
67,1.04,1,276,RURAL,MEDIUM
134,4.68,9,121,NORMAL,HIGH
112,4.44,5,192,EMERGENCY,HIGH
144,1.31,10,256,NORMAL,HIGH
45,0.35,10,156,NORMAL,HIGH
111,3.94,6,255,RURAL,MEDIUM
146,0.8,5,256,EMERGENCY,HIGH
58,3.43,9,434,NORMAL,HIGH
107,2.76,6,279,EMERGENCY,HIGH
148,3.11,3,466,NORMAL,LOW
98,4.56,8,210,RURAL,HIGH
148,0.58,2,253,NORMAL,LOW
41,4.31,8,402,RURAL,HIGH
21,1.52,9,56,EMERGENCY,HIGH
40,4.68,7,33,NORMAL,LOW
87,1.27,7,318,NORMAL,LOW
28,3.94,9,62,RURAL,HIGH
125,1.96,2,456,RURAL,MEDIUM
138,0.65,9,153,EMERGENCY,HIGH
68,2.66,4,40,NORMAL,LOW
90,4.36,5,375,RURAL,MEDIUM
29,4.14,8,386,RURAL,HIGH
103,4.99,5,137,NORMAL,LOW
73,4.3,2,288,EMERGENCY,HIGH
105,4.41,6,181,NORMAL,LOW
86,1.8,6,102,RURAL,MEDIUM
146,3.58,6,434,NORMAL,LOW
95,4.79,2,370,NORMAL,LOW
119,1.65,8,43,NORMAL,HIGH
56,4.64,5,128,RURAL,MEDIUM
25,3.93,3,10,RURAL,MEDIUM
87,2.21,5,397,NORMAL,LOW
37,1.83,7,242,RURAL,MEDIUM
24,1.73,10,141,NORMAL,HIGH
123,4.68,4,258,NORMAL,LOW
79,1.61,3,201,NORMAL,LOW
92,3.78,7,50,NORMAL,LOW
59,4.61,3,496,EMERGENCY,HIGH
62,0.96,10,171,NORMAL,HIGH
55,2.23,5,158,RURAL,MEDIUM
35,0.03,9,230,NORMAL,HIGH
113,3.34,1,35,NORMAL,LOW
67,4.4,6,453,RURAL,MEDIUM
101,2.98,8,470,NORMAL,HIGH
32,0.1,9,132,EMERGENCY,HIGH
141,4.61,10,161,RURAL,HIGH
145,3.03,1,268,EMERGENCY,HIGH
117,4.74,3,37,RURAL,MEDIUM
110,4.0,2,366,EMERGENCY,HIGH
71,3.73,6,485,RURAL,MEDIUM
114,2.01,3,419,RURAL,MEDIUM
147,3.94,10,241,EMERGENCY,HIGH
114,1.92,8,278,RURAL,HIGH
134,3.24,9,92,RURAL,HIGH
60,1.98,7,178,EMERGENCY,HIGH
82,4.79,3,208,EMERGENCY,HIGH
42,0.91,10,37,EMERGENCY,HIGH
95,4.07,2,174,EMERGENCY,HIGH
29,1.84,7,469,RURAL,MEDIUM
124,1.08,2,442,RURAL,MEDIUM
39,0.5,6,461,RURAL,MEDIUM
132,0.55,2,456,EMERGENCY,HIGH
56,3.51,4,362,RURAL,MEDIUM
105,4.87,5,361,RURAL,MEDIUM
93,2.9,8,429,NORMAL,HIGH
105,0.1,9,425,EMERGENCY,HIGH
130,2.98,4,248,NORMAL,LOW
49,3.5,8,313,RURAL,HIGH
69,2.84,5,117,RURAL,MEDIUM
48,4.88,2,228,NORMAL,LOW
74,4.87,9,242,RURAL,HIGH
140,2.49,5,29,EMERGENCY,HIGH
129,0.96,10,132,NORMAL,HIGH
27,1.79,1,59,RURAL,MEDIUM
37,1.1,7,407,RURAL,MEDIUM
69,3.82,3,328,EMERGENCY,HIGH
128,2.26,7,135,EMERGENCY,HIGH
29,3.23,7,91,EMERGENCY,HIGH
40,2.38,2,448,RURAL,MEDIUM
33,3.12,8,303,EMERGENCY,HIGH
71,3.45,8,78,NORMAL,HIGH
104,3.4,7,84,EMERGENCY,HIGH
112,1.68,8,314,RURAL,HIGH
145,3.45,6,62,RURAL,MEDIUM
68,1.05,10,120,NORMAL,HIGH
115,3.13,1,470,EMERGENCY,HIGH
32,0.09,7,479,EMERGENCY,HIGH
95,4.21,6,486,NORMAL,LOW
136,3.51,1,296,EMERGENCY,HIGH
102,2.16,2,454,NORMAL,LOW
105,4.24,7,293,EMERGENCY,HIGH
98,2.28,6,289,EMERGENCY,HIGH
87,0.03,9,64,NORMAL,HIGH
143,0.55,9,245,EMERGENCY,HIGH
112,0.11,9,18,EMERGENCY,HIGH
147,1.68,5,450,RURAL,MEDIUM
124,2.38,8,94,RURAL,HIGH
126,1.23,3,321,EMERGENCY,HIGH
31,3.21,10,157,RURAL,HIGH
40,1.77,8,474,NORMAL,HIGH
30,4.7,9,424,RURAL,HIGH
38,4.28,10,74,NORMAL,HIGH
45,0.28,4,308,NORMAL,LOW
60,3.61,3,438,RURAL,MEDIUM
50,2.53,3,63,EMERGENCY,HIGH
90,2.21,5,232,NORMAL,LOW
68,2.17,3,171,RURAL,MEDIUM
73,3.33,1,135,RURAL,MEDIUM
42,3.48,9,286,EMERGENCY,HIGH
88,0.8,4,123,EMERGENCY,HIGH
119,3.99,2,146,EMERGENCY,HIGH
